Input arguments:
id               resnet50_ppm
arch_encoder     resnet50
arch_decoder     ppm
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 8
segm_downsampling_rate 8
random_flip      True
seed             304
ckpt             ./ckpt
disp_iter        20
Model ID: resnet50_ppm-resnet50-ppm-ngpus2-batchSize4-imgMaxSize1000-paddingConst8-segmDownsampleRate8-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 4.49, Data: 0.71, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 42.73, IOU: 0.000395 Loss: 0.977586
Epoch: [19][300/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001829, lr_decoder: 0.001829, Accuracy: 95.42, IOU: 0.008448 Loss: 0.058343
Epoch: [19][320/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001782, lr_decoder: 0.001782, Accuracy: 95.44, IOU: 0.008627 Loss: 0.058091
Epoch: [19][340/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001735, lr_decoder: 0.001735, Accuracy: 95.44, IOU: 0.008650 Loss: 0.057816
Epoch: [19][360/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001687, lr_decoder: 0.001687, Accuracy: 95.44, IOU: 0.008644 Loss: 0.057391
Epoch: [19][380/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001640, lr_decoder: 0.001640, Accuracy: 95.39, IOU: 0.008576 Loss: 0.056988
Epoch: [19][400/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001592, lr_decoder: 0.001592, Accuracy: 95.37, IOU: 0.008568 Loss: 0.056996
Epoch: [19][420/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001545, lr_decoder: 0.001545, Accuracy: 95.35, IOU: 0.008412 Loss: 0.057107
Epoch: [19][440/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001497, lr_decoder: 0.001497, Accuracy: 95.35, IOU: 0.008326 Loss: 0.057407
Epoch: [19][460/500], Time: 0.63, Data: 0.05, lr_encoder: 0.001448, lr_decoder: 0.001448, Accuracy: 95.36, IOU: 0.008374 Loss: 0.057437
Epoch: [19][480/500], Time: 0.63, Data: 0.05, lr_encoder: 0.001400, lr_decoder: 0.001400, Accuracy: 95.38, IOU: 0.008415 Loss: 0.057387
Saving checkpoints...
Epoch: [20][0/500], Time: 0.60, Data: 0.00, lr_encoder: 0.001352, lr_decoder: 0.001352, Accuracy: 97.02, IOU: 0.000000 Loss: 0.080286
Epoch: [20][20/500], Time: 0.61, Data: 0.04, lr_encoder: 0.001303, lr_decoder: 0.001303, Accuracy: 95.23, IOU: 0.007905 Loss: 0.058655
Epoch: [20][40/500], Time: 0.63, Data: 0.05, lr_encoder: 0.001254, lr_decoder: 0.001254, Accuracy: 95.31, IOU: 0.007696 Loss: 0.066196
Epoch: [20][60/500], Time: 0.63, Data: 0.05, lr_encoder: 0.001205, lr_decoder: 0.001205, Accuracy: 95.40, IOU: 0.007788 Loss: 0.065734
Epoch: [20][80/500], Time: 0.63, Data: 0.05, lr_encoder: 0.001156, lr_decoder: 0.001156, Accuracy: 95.39, IOU: 0.007872 Loss: 0.061512
Epoch: [20][100/500], Time: 0.63, Data: 0.05, lr_encoder: 0.001106, lr_decoder: 0.001106, Accuracy: 95.39, IOU: 0.007752 Loss: 0.065795
Epoch: [20][120/500], Time: 0.63, Data: 0.05, lr_encoder: 0.001056, lr_decoder: 0.001056, Accuracy: 95.37, IOU: 0.007758 Loss: 0.063539
Epoch: [20][140/500], Time: 0.63, Data: 0.05, lr_encoder: 0.001006, lr_decoder: 0.001006, Accuracy: 95.37, IOU: 0.007782 Loss: 0.062428
Epoch: [20][160/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000956, lr_decoder: 0.000956, Accuracy: 95.41, IOU: 0.007682 Loss: 0.060754
Epoch: [20][180/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000905, lr_decoder: 0.000905, Accuracy: 95.41, IOU: 0.007671 Loss: 0.061779
Epoch: [20][200/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000855, lr_decoder: 0.000855, Accuracy: 95.40, IOU: 0.007585 Loss: 0.060207
Epoch: [20][220/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000803, lr_decoder: 0.000803, Accuracy: 95.42, IOU: 0.007471 Loss: 0.058914
Epoch: [20][240/500], Time: 0.64, Data: 0.05, lr_encoder: 0.000752, lr_decoder: 0.000752, Accuracy: 95.42, IOU: 0.007499 Loss: 0.060410
Epoch: [20][260/500], Time: 0.64, Data: 0.05, lr_encoder: 0.000700, lr_decoder: 0.000700, Accuracy: 95.43, IOU: 0.007610 Loss: 0.060864
Epoch: [20][280/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000647, lr_decoder: 0.000647, Accuracy: 95.50, IOU: 0.007635 Loss: 0.059387
Epoch: [20][300/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000594, lr_decoder: 0.000594, Accuracy: 95.51, IOU: 0.007593 Loss: 0.060102
Epoch: [20][320/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000541, lr_decoder: 0.000541, Accuracy: 95.51, IOU: 0.007733 Loss: 0.058818
Epoch: [20][340/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000487, lr_decoder: 0.000487, Accuracy: 95.51, IOU: 0.007719 Loss: 0.060095
Epoch: [20][360/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000432, lr_decoder: 0.000432, Accuracy: 95.53, IOU: 0.007647 Loss: 0.060043
Epoch: [20][380/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000376, lr_decoder: 0.000376, Accuracy: 95.52, IOU: 0.007783 Loss: 0.059565
Epoch: [20][400/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000320, lr_decoder: 0.000320, Accuracy: 95.53, IOU: 0.007801 Loss: 0.059669
Epoch: [20][420/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000262, lr_decoder: 0.000262, Accuracy: 95.53, IOU: 0.007855 Loss: 0.059850
Epoch: [20][440/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000203, lr_decoder: 0.000203, Accuracy: 95.53, IOU: 0.007821 Loss: 0.060089
Epoch: [20][460/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000142, lr_decoder: 0.000142, Accuracy: 95.51, IOU: 0.007986 Loss: 0.059482
Epoch: [20][480/500], Time: 0.63, Data: 0.05, lr_encoder: 0.000078, lr_decoder: 0.000078, Accuracy: 95.51, IOU: 0.008132 Loss: 0.059298
Saving checkpoints...
Training Done!
