Input arguments:
id               resnet50_c1
arch_encoder     resnet50
arch_decoder     c1
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 8
segm_downsampling_rate 8
random_flip      True
seed             304
ckpt             ./ckpt
disp_iter        20
Model ID: resnet50_c1-resnet50-c1-ngpus2-batchSize4-imgMaxSize1000-paddingConst8-segmDownsampleRate8-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 3.23, Data: 0.24, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 64.38, IOU: 0.000000 Loss: 1.430678
Epoch: [19][300/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001829, lr_decoder: 0.001829, Accuracy: 96.41, IOU: 0.014090 Loss: 0.060955
Epoch: [19][320/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001782, lr_decoder: 0.001782, Accuracy: 96.40, IOU: 0.014033 Loss: 0.059934
Epoch: [19][340/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001735, lr_decoder: 0.001735, Accuracy: 96.43, IOU: 0.014255 Loss: 0.060127
Epoch: [19][360/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001687, lr_decoder: 0.001687, Accuracy: 96.42, IOU: 0.013990 Loss: 0.058787
Epoch: [19][380/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001640, lr_decoder: 0.001640, Accuracy: 96.35, IOU: 0.014094 Loss: 0.057549
Epoch: [19][400/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001592, lr_decoder: 0.001592, Accuracy: 96.33, IOU: 0.014402 Loss: 0.057432
Epoch: [19][420/500], Time: 0.60, Data: 0.04, lr_encoder: 0.001545, lr_decoder: 0.001545, Accuracy: 96.34, IOU: 0.014438 Loss: 0.056337
Epoch: [19][440/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001497, lr_decoder: 0.001497, Accuracy: 96.37, IOU: 0.014723 Loss: 0.055122
Epoch: [19][460/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001448, lr_decoder: 0.001448, Accuracy: 96.36, IOU: 0.014558 Loss: 0.054426
Epoch: [19][480/500], Time: 0.60, Data: 0.04, lr_encoder: 0.001400, lr_decoder: 0.001400, Accuracy: 96.40, IOU: 0.014659 Loss: 0.053645
Saving checkpoints...
Epoch: [20][0/500], Time: 0.58, Data: 0.00, lr_encoder: 0.001352, lr_decoder: 0.001352, Accuracy: 97.20, IOU: 0.020882 Loss: 0.004058
Epoch: [20][20/500], Time: 0.60, Data: 0.04, lr_encoder: 0.001303, lr_decoder: 0.001303, Accuracy: 96.30, IOU: 0.011652 Loss: 0.059125
Epoch: [20][40/500], Time: 0.60, Data: 0.04, lr_encoder: 0.001254, lr_decoder: 0.001254, Accuracy: 96.53, IOU: 0.013138 Loss: 0.055146
Epoch: [20][60/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001205, lr_decoder: 0.001205, Accuracy: 96.57, IOU: 0.013860 Loss: 0.048132
Epoch: [20][80/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001156, lr_decoder: 0.001156, Accuracy: 96.45, IOU: 0.012603 Loss: 0.047270
Epoch: [20][100/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001106, lr_decoder: 0.001106, Accuracy: 96.71, IOU: 0.012448 Loss: 0.044353
Epoch: [20][120/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001056, lr_decoder: 0.001056, Accuracy: 96.83, IOU: 0.013520 Loss: 0.047663
Epoch: [20][140/500], Time: 0.60, Data: 0.04, lr_encoder: 0.001006, lr_decoder: 0.001006, Accuracy: 96.80, IOU: 0.013365 Loss: 0.048136
Epoch: [20][160/500], Time: 0.59, Data: 0.04, lr_encoder: 0.000956, lr_decoder: 0.000956, Accuracy: 96.79, IOU: 0.013884 Loss: 0.046524
Epoch: [20][180/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000905, lr_decoder: 0.000905, Accuracy: 96.82, IOU: 0.013536 Loss: 0.045070
Epoch: [20][200/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000855, lr_decoder: 0.000855, Accuracy: 96.77, IOU: 0.013569 Loss: 0.044812
Epoch: [20][220/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000803, lr_decoder: 0.000803, Accuracy: 96.83, IOU: 0.013601 Loss: 0.044575
Epoch: [20][240/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000752, lr_decoder: 0.000752, Accuracy: 96.84, IOU: 0.013916 Loss: 0.045794
Epoch: [20][260/500], Time: 0.60, Data: 0.05, lr_encoder: 0.000700, lr_decoder: 0.000700, Accuracy: 96.86, IOU: 0.014597 Loss: 0.044520
Epoch: [20][280/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000647, lr_decoder: 0.000647, Accuracy: 96.85, IOU: 0.014585 Loss: 0.044618
Epoch: [20][300/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000594, lr_decoder: 0.000594, Accuracy: 96.90, IOU: 0.014934 Loss: 0.043672
Epoch: [20][320/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000541, lr_decoder: 0.000541, Accuracy: 96.91, IOU: 0.015077 Loss: 0.042771
Epoch: [20][340/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000487, lr_decoder: 0.000487, Accuracy: 96.95, IOU: 0.015112 Loss: 0.042345
Epoch: [20][360/500], Time: 0.59, Data: 0.04, lr_encoder: 0.000432, lr_decoder: 0.000432, Accuracy: 96.96, IOU: 0.015568 Loss: 0.042116
Epoch: [20][380/500], Time: 0.59, Data: 0.04, lr_encoder: 0.000376, lr_decoder: 0.000376, Accuracy: 96.92, IOU: 0.015718 Loss: 0.041781
Epoch: [20][400/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000320, lr_decoder: 0.000320, Accuracy: 96.89, IOU: 0.015890 Loss: 0.042266
Epoch: [20][420/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000262, lr_decoder: 0.000262, Accuracy: 96.90, IOU: 0.016029 Loss: 0.042053
Epoch: [20][440/500], Time: 0.60, Data: 0.05, lr_encoder: 0.000203, lr_decoder: 0.000203, Accuracy: 96.90, IOU: 0.016162 Loss: 0.041459
Epoch: [20][460/500], Time: 0.60, Data: 0.05, lr_encoder: 0.000142, lr_decoder: 0.000142, Accuracy: 96.91, IOU: 0.016021 Loss: 0.041359
Epoch: [20][480/500], Time: 0.60, Data: 0.04, lr_encoder: 0.000078, lr_decoder: 0.000078, Accuracy: 96.93, IOU: 0.016023 Loss: 0.040739
Saving checkpoints...
Training Done!
