Input arguments:
id               resnet50_upernet_train
arch_encoder     resnet50
arch_decoder     upernet
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list_40x_upsampling.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 32
segm_downsampling_rate 4
random_flip      True
seed             304
ckpt             /data2/yeom/ky_aneur/results/ckpt/loss_weights/
disp_iter        20
Model ID: resnet50_upernet_train-resnet50-upernet-ngpus2-batchSize4-imgMaxSize1000-paddingConst32-segmDownsampleRate4-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 3.75, Data: 0.17, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 38.21, IOU: 0.000000 Loss: 1.066053
Epoch: [19][300/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001829, lr_decoder: 0.001829, Accuracy: 99.45, IOU: 0.070104 Loss: 0.013007
Epoch: [19][320/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001782, lr_decoder: 0.001782, Accuracy: 99.46, IOU: 0.069500 Loss: 0.012959
Epoch: [19][340/500], Time: 1.09, Data: 0.04, lr_encoder: 0.001735, lr_decoder: 0.001735, Accuracy: 99.46, IOU: 0.069080 Loss: 0.012707
Epoch: [19][360/500], Time: 1.09, Data: 0.04, lr_encoder: 0.001687, lr_decoder: 0.001687, Accuracy: 99.47, IOU: 0.068370 Loss: 0.012906
Epoch: [19][380/500], Time: 1.09, Data: 0.04, lr_encoder: 0.001640, lr_decoder: 0.001640, Accuracy: 99.47, IOU: 0.067198 Loss: 0.013001
Epoch: [19][400/500], Time: 1.09, Data: 0.04, lr_encoder: 0.001592, lr_decoder: 0.001592, Accuracy: 99.47, IOU: 0.067720 Loss: 0.012915
Epoch: [19][420/500], Time: 1.09, Data: 0.04, lr_encoder: 0.001545, lr_decoder: 0.001545, Accuracy: 99.47, IOU: 0.068343 Loss: 0.012947
Epoch: [19][440/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001497, lr_decoder: 0.001497, Accuracy: 99.47, IOU: 0.067468 Loss: 0.012791
Epoch: [19][460/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001448, lr_decoder: 0.001448, Accuracy: 99.48, IOU: 0.067124 Loss: 0.012662
Epoch: [19][480/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001400, lr_decoder: 0.001400, Accuracy: 99.48, IOU: 0.067999 Loss: 0.012766
Saving checkpoints...
Epoch: [20][0/500], Time: 1.28, Data: 0.00, lr_encoder: 0.001352, lr_decoder: 0.001352, Accuracy: 99.34, IOU: 0.000000 Loss: 0.021673
Epoch: [20][20/500], Time: 1.11, Data: 0.04, lr_encoder: 0.001303, lr_decoder: 0.001303, Accuracy: 99.58, IOU: 0.069680 Loss: 0.011093
Epoch: [20][40/500], Time: 1.11, Data: 0.04, lr_encoder: 0.001254, lr_decoder: 0.001254, Accuracy: 99.49, IOU: 0.060908 Loss: 0.012163
Epoch: [20][60/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001205, lr_decoder: 0.001205, Accuracy: 99.48, IOU: 0.066014 Loss: 0.012606
Epoch: [20][80/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001156, lr_decoder: 0.001156, Accuracy: 99.48, IOU: 0.069061 Loss: 0.012546
Epoch: [20][100/500], Time: 1.09, Data: 0.04, lr_encoder: 0.001106, lr_decoder: 0.001106, Accuracy: 99.52, IOU: 0.067582 Loss: 0.012193
Epoch: [20][120/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001056, lr_decoder: 0.001056, Accuracy: 99.49, IOU: 0.066439 Loss: 0.012541
Epoch: [20][140/500], Time: 1.09, Data: 0.04, lr_encoder: 0.001006, lr_decoder: 0.001006, Accuracy: 99.49, IOU: 0.064008 Loss: 0.012316
Epoch: [20][160/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000956, lr_decoder: 0.000956, Accuracy: 99.49, IOU: 0.062450 Loss: 0.012837
Epoch: [20][180/500], Time: 1.10, Data: 0.04, lr_encoder: 0.000905, lr_decoder: 0.000905, Accuracy: 99.48, IOU: 0.062875 Loss: 0.012919
Epoch: [20][200/500], Time: 1.10, Data: 0.04, lr_encoder: 0.000855, lr_decoder: 0.000855, Accuracy: 99.47, IOU: 0.061889 Loss: 0.012928
Epoch: [20][220/500], Time: 1.10, Data: 0.04, lr_encoder: 0.000803, lr_decoder: 0.000803, Accuracy: 99.48, IOU: 0.064034 Loss: 0.012921
Epoch: [20][240/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000752, lr_decoder: 0.000752, Accuracy: 99.48, IOU: 0.065980 Loss: 0.012845
Epoch: [20][260/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000700, lr_decoder: 0.000700, Accuracy: 99.48, IOU: 0.068007 Loss: 0.012904
Epoch: [20][280/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000647, lr_decoder: 0.000647, Accuracy: 99.48, IOU: 0.067941 Loss: 0.013064
Epoch: [20][300/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000594, lr_decoder: 0.000594, Accuracy: 99.49, IOU: 0.067213 Loss: 0.012968
Epoch: [20][320/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000541, lr_decoder: 0.000541, Accuracy: 99.48, IOU: 0.068106 Loss: 0.013209
Epoch: [20][340/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000487, lr_decoder: 0.000487, Accuracy: 99.48, IOU: 0.068339 Loss: 0.013041
Epoch: [20][360/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000432, lr_decoder: 0.000432, Accuracy: 99.48, IOU: 0.067693 Loss: 0.013069
Epoch: [20][380/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000376, lr_decoder: 0.000376, Accuracy: 99.48, IOU: 0.066962 Loss: 0.013057
Epoch: [20][400/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000320, lr_decoder: 0.000320, Accuracy: 99.47, IOU: 0.067015 Loss: 0.013038
Epoch: [20][420/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000262, lr_decoder: 0.000262, Accuracy: 99.48, IOU: 0.067080 Loss: 0.012981
Epoch: [20][440/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000203, lr_decoder: 0.000203, Accuracy: 99.47, IOU: 0.067166 Loss: 0.013092
Epoch: [20][460/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000142, lr_decoder: 0.000142, Accuracy: 99.48, IOU: 0.067486 Loss: 0.013010
Epoch: [20][480/500], Time: 1.09, Data: 0.04, lr_encoder: 0.000078, lr_decoder: 0.000078, Accuracy: 99.48, IOU: 0.067625 Loss: 0.013122
Saving checkpoints...
Training Done!
